content,label
美元属于固定汇率变成浮动汇率现行人民币汇率制度名义供求基础管理浮动汇率制度实际上一种钉住单一美元固定汇率制度所谓管理人民币汇率实行宏观监控必要运用外汇干预政策市场汇率稳定合理水平尤其美元这种国际性货币政策层面来讲人民币美元浮动汇率实际操作人民币美元属于固定汇率,综合
刚成立发生业务请问需要申报个税税收征收管理法主席令49规定税人必须法律行政法规规定税务机关法律行政法规规定确定申报期限申报内容如实办理纳税申报报送纳税申报表财务会计报表税务机关实际需要要求纳税人报送纳税资料扣缴义务人必须法律行政法规规定税务机关法律行政法规规定确定申报期限申报内容如实报送代扣代缴代收代缴税款报告税务机关实际需要要求扣缴义务人报送资料公司是否发生业务如实申报主席令200149税收征收管理法,个人所得税
结果认证失控发票认证失控发票处理建立增值税失控发票快速反应机制通知国税发2004123规定业务流程纳税人抵扣联到税务机关认证系统自动认证抵扣数据失控发票数据进行自动属于失控发票系统提示认证结果认证失控发票认证岗位人员应立即扣留纸质发票纸质发票复印件认证结果通知书当日稽查部门认证失控发票单独生成电子信息通过软盘移交稽查部门处理纳税人使用增值税专用发票抵扣信息企业采集系统通过网络进行抵扣认证以下简称网上认证认证结果下发系统自动认证抵扣数据失控发票数据进行自动属于失控发票系统认证结果记录认证失控发票认证岗位人员应于工作日内通知纳税人抵扣原件税务机关扣留纸质发票当日纸质发票复印件认证结果通知书稽查部门认证失控发票生成电子信息通过软盘移交稽查部门处理通过每天新增失控发票数据撤消失控发票数据前期认证相符抵扣数据自动发现属于失控发票抵扣系统认证结果记录认证失控发票认证岗位人员应于工作日内通知纳税人抵扣原件税务机关扣留纸质发票追回抵扣税款当日纸质发票复印件认证结果通知书稽查部门认证失控发票生成电子信息通过软盘移交稽查部门处理,增值税
单位大厦对外出租后续工程不到出租条件单位准备承租人完成三年租金单位三年租金需要确认收入租金装修费用单位形成固定资产三年租金大概800万元左右形成固定资产确认收入税务风险贵司对外出租业务实质应该公司部分工程装修需要承租人完成给予承租人三年免租企业会计准则规定出租方提供免租租金总额扣除免租整个租赁期直线合理方法进行分摊这部分装修费本质承租方承担应该公司形成固定资产税法税法相关规定免租期间增值税企业所得税不用确认收入会计处理存在差异贵司形成固定资产房产原值增加存在少缴房产税风险相关规定土地价款扣除时间增值税征管问题公告公告201686第七条纳税人出租不动产租赁合同约定免租属于营业税改征增值税试点实施办法财税201636文件印发第十四条规定视同销售服务,综合
开发企业营销活动赠送礼品视同销售企业所得税企业所得税法实施条例规定企业发生货币资产交换货物财产劳务用于捐赠偿债赞助集资广告样品职工福利利润分配用途应当视同销售货物转让财产提供劳务国务院财政税务主管部门另有规定企业处置资产所得税处理问题通知国税函2008828第二条规定企业资产移送下列情形资产所有权发生改变属于内部处置资产按规定视同销售确定收入用于市场推广销售用于交际应酬用于职工奖励福利用于股息分配用于对外捐赠改变资产所有权用途根据上述规定房地产开发企业营销活动赠送礼品视同销售缴纳企业所得税企业业务宣传广告活动客户赠送礼品属于广告费业务宣传费企业所得税法实施条例规定扣除属于广告费业务宣传费国务院财政税务主管部门另有规定超过当年销售营业收入15%部分准予扣除超过部分准予以后纳税年度结转扣除增值税增值税暂行条例第四条规定单位个体工商户下列行为视同销售货物自产委托加工购进货物无偿赠送单位企业营销活动赠送礼品需要视同销售缴纳增值税,企业所得税
计算稀释每股收益准则第十条认股权证股份期权行权价格低于当期普通股平均市场价格应当考虑稀释计算稀释每股收益增加普通股股数下列公式计算增加普通股股数拟行权时转换普通股股数行权价格拟行权时转换普通股股数当期普通股平均市场价格请问公式内在逻辑稀释每股收益简单基本每股收益基础潜在普通股可转债认证股权证股份期权转换普通股普通股总数增加导致每股收益稀释需要计算增加普通股股数拟行权时转换普通股股数行权价格拟行权时转换普通股股数当期普通股平均市场价格公式减去部分收到行权价当前股票市场价格计算购买普通股股数差额部分理解企业免费送发行在外普通股股数增加稀释每股收益公司2017年初对外发行100万份认股权证行权价格3.52017年度净利润200万元发行在外普通股加权平均数500万股本年度普通股平均市场价格基本每股收益0.4增加普通股股数3.5股释释每股收益0.39,综合
纳税人开具专用发票当月发生销货退回开票有误情形能否作废专用发票修订增值税专用发票使用规定通知国税发2006156第十三条规定一般纳税人开具专用发票当月发生销货退回开票有误情形收到退回发票抵扣符合作废条件作废处理作废专用发票防伪税控系统中将相应数据电文作废处理纸质专用发票含未打印专用发票联次注明作废字样联次留存,增值税
开始试行开具完税证明试行税务机关扣缴义务人实行明细申报纳税人开具完税证明通知国税发2005优化纳税服务增强社会公众纳税意识进一步提升征收管理质量纳税人普遍要求研究决定2005日起试行税务机关按年扣缴义务人实行明细申报纳税人开具完税证明以下简称完税证明国税发2005试行税务机关扣缴义务人实行明细申报纳税人开具完税证明通知,个人所得税
享受生育津贴低于实际工资用人单位补足请问补足部分是否缴纳实施条例600第八条第一款规定工资薪金所得任职受雇取得工资薪金奖金年终加薪劳动分红津贴补贴任职受雇所得任职取得津贴补贴任职受雇所得工资薪金所得缴纳国务院令2011600国务院修改实施条例决定第八条第一款,个人所得税
委托境外单位境外货物运输境外单位我司开具形式发票要求我司汇款公司境内账户请问是否我司收入享受国际货代免征增值税是否影响纳税人提供直接间接国际货物运输代理服务免征增值税纳税人提供直接间接国际货物运输代理服务委托方收取国际货物运输代理服务收入国际运输承运人支付国际运输费用必须通过金融机构进行结算贵司提供符合上述规定国家运输代理服务享受免征增值税优惠文件提供服务是否产生外汇没有强制要求实质重于形式原则贵司款项支付公司境内账户账户主体没有变更合同主体保持一致情况享受免税优惠,增值税
三个股东比例合计转让1.5%股权一个股东转让价格合理能否平价转让平价是否交税节税办法股权转让价格商务角度一般没有具体限制法律角度双方协商交易价格优先税务机关审核价格一般参考企业账面净资产确认最低交易价格低于金额无法合理解释税务机关可能账面净资产价格核定征收所得税提醒企业资产中有无形资产不动产建议通过第三方公司评估市场价值公司实际资产价值确认交易价格原则上股权交易价格高于股权成本相关交易税费差额应该缴纳所得税目前税收优惠政策没有特别股权转让所得税收优惠政策实务各地税务机关税源往往税收返还政策所征税收一定比例返还纳税人此些政策一事贵司需要进行对应筹划进一步沟通相关财政返还消息协助返还收费,综合
企业公司一笔款项子公司制造企业借款期限半年到期收息做账本金计入科目计提利息放入科目对应计入资产负债表利润表项目是否需要开票缴纳增值税时点收入类型申报缴纳以下答复供参考问题建议公司此笔借款通过应收款科目核算相应计提利息计入应收款应收利息报表格式应收利息应收款下列会计分录建议应收款本金银行存款应收款应收利息财务费用利息收入问题公司想非金融机构制造业公司取得短期借款建议计入应付款科目相应计提利息支出建议计入应付款应付利息会计分录建议银行存款应付款借款本金财务费用利息支出应付款应付利息公司借款对应资产负债表应付款利润表财务费用问题公司应向公司开具发票缴纳增值税建议公司每期确认应收利息确认利息收入开具利息发票确认相关增值税相应收入金融服务贷款服务利息收入增值税税率6%小规模3%确认利息时点合同约定处理合同约定到期一次付清本金利息确认时点合同约定到期日,增值税
经营汇总纳税企业分支机构预缴申报报送材料印发跨地区经营汇总纳税企业所得税征收管理办法公告公告201257规定第九条汇总纳税企业预缴申报分支机构报送企业所得税预缴申报表填列部分项目还应报送经总机构所在地主管税务机关受理汇总纳税企业分支机构所得税分配办法2013日起施行公告201257印发跨地区经营汇总纳税企业所得税征收管理办法公告,企业所得税
一项技术升级列为无形资产请问技术升级税法规定摊销年限有无相关条文中华人民企业所得税法实施条例规定无形资产直线计算摊销费用准予扣除无形资产摊销年限不得低于10投资受让无形资产法律规定合同约定使用年限规定约定使用年限分期摊销进一步鼓励软件产业集成电路产业发展企业所得税政策通知财税201227第七条规定企业外购软件符合固定资产无形资产确认条件固定资产无形资产进行核算折旧摊销年限适当缩短最短可为,企业所得税
买卖符合三流合一材料需要真实运输交易加上运输成本是否会达不到进项抵扣效果进项抵扣企业真实发生进货采购交易取得真实发票进行抵扣三流合一证明企业进项业务真实性属于真实发生业务取得进项凭证增值税销项税额抵扣,增值税
公司取得交通补贴缴纳规定任职受雇取得工资薪金奖金年终加薪劳动分红津贴补贴任职受雇所得应该并入工资薪金计算缴纳员工取得公车补贴应该并入工资薪金缴纳,个人所得税
某位员工每月发生公益性捐赠支出申请税前扣除不知是否可行员工通过公益性社会团体进行捐赠公益性社会团体2017年度捐赠名单名单企业发生公益性捐赠支出属于名单所属年度不得扣除说法员工2018年度发生捐赠支出所属期内纳税所得额扣除通过公益性群众团体公益性捐赠税前扣除问题通知财税2009124第十条通过公益性群众团体发生公益性捐赠支出名单企业发生公益性捐赠支出属于名单所属年度不得扣除贵司员工慈善会捐赠支出2017年度名单2018不再具有资格认为能够扣除可能性,个人所得税
旅行社签定合同景区包票合作协议一年完成款额给与总价5%奖励开票进行账务处理视同现金销售返点行为进行账务处理国税函20061279文件规定纳税人销售货物购买方开具增值税专用发票购货方在一定时期累计购买货物达到一定数量市场价格下降原因销货给予购货相应价格优惠补偿折扣折让行为销货方可现行增值税专用发票使用规定要求开具增值税专用发票开具增值税专用发票以下账务处理主营业务收入应交税费应交增值税销项税额银行存款现金,综合
转让缴纳限售转让所得征缴问题通知国税函201023规定财政部证监会转让上市公司限售所得征收问题通知财税2009167规定限售转让所得采取证券机构预扣预缴纳税人自行申报清算证券机构直接扣缴相结合方式征收做好限售转让所得征缴工作问题通知证券机构预扣预缴征缴问题证券机构技术制度准备完成形成限售转让所得缴纳采取证券机构预扣预缴纳税人自行申报清算方式征收各地税务机关税务保管资金账户开立退税简便实际情况综合考虑下列方式确定一种征缴方式纳税保证金方式证券机构已扣于次日内纳税保证金形式主管税务机关缴纳报送限售转让所得扣缴报告及税保证金证券机构开具凭证凭证种类各地证券机构代缴凭证凭证类别品目写明代扣税务机关限售转让所得扣缴报告纳税人开具税务保管资金专用收据纳税人预缴凭证凭证类别写明预缴纳税保证金缴入税务机关商业银行开设税务保管资金账户存储预缴税款方式证券机构已扣于次日内直接缴入国库主管税务机关报送限售转让所得扣缴报告税务机关要求报送资料主管税务机关证券机构开具税收通用缴款横向联网电子缴税方式证券机构预扣预缴税款缴入国库主管税务机关限售转让所得扣缴报告纳税人开具税收转账专用完税纳税人预缴完税凭证证券机构技术制度准备完成上市公司限售纳税人转让时应缴纳采取证券机构直接代扣代缴方式征收证券机构每月所扣于次日内缴入国库主管税务机关报送限售转让所得扣缴报告税务机关要求报送资料主管税务机关代扣代缴税款规定办理税款入库并分纳税人开具税收转账专用完税纳税人完税凭证税务保管资金专用收据税收转账专用完税代扣代缴税款证券机构主管税务机关纳税人各地税务机关通过适当途径缴款凭证取得方式预先告知纳税人采取证券机构预扣预缴纳税人自行申报清算方式税款结算退税管理采用纳税保证金方式征缴税款结算证券机构纳税保证金方式代缴纳税人办理清算申报主管税务机关审核重新计算应纳税额低于缴纳保证金多缴部分税务机关及时税务保管资金账户退还纳税人税务机关开具税收通用缴款应纳部分税务保管资金账户缴入国库税收通用缴款相应联次纳税人收回税务保管资金专用收据主管税务机关审核重新计算应纳税额高于缴纳保证金税务机关纳税人补缴税款部分开具相应凭证直接补缴入库税务机关开具税收通用缴款缴纳纳税保证金税务保管资金账户全额缴入国库税收通用缴款相应联次纳税人收回税务保管资金专用收据纳税人规定期限内办理清算事宜期限届满缴纳纳税保证金缴入国库横向联网电子缴税地区税务机关通过联网系统办理税款缴库纳税保证金收纳缴库退还办法财政部印发税务保管资金账户管理办法通知国税发2005181财政部税务保管资金账户管理问题通知国税发200712规定执行各地税务机关严格执行税务保管资金账户管理规定严防发生账户资金占压贪污挪用盗取情形采用预缴税款方式征缴税款结算证券机构预缴税款方式代缴纳税人办理清算申报主管税务机关审核应补税款主管税务机关规定办理税款补缴入库税款退库财政部证监会转让上市公司限售所得征收问题通知财税2009167第四条规定限售转让所得以限售持有者纳税义务人股东开户证券机构扣缴义务人限售证券机构所在地主管税务机关负责征收管理第五条规定限售转让所得采取证券机构预扣预缴纳税人自行申报清算证券机构直接扣缴相结合方式征收证券机构预扣预缴税款于次日内纳税保证金形式主管税务机关缴纳主管税务机关收取纳税保证金证券机构开具纳税保证金收据纳入专户存储证券机构技术制度准备完成情况不同阶段形成限售采取不同征收管理办法证券机构技术制度准备完成形成限售证券机构股改限售股改复牌收盘价新股限售上市首日收盘价计算转让收入计算转让收入15%确定限售原值合理税费转让收入减去原值合理税费余额适用20%税率计算预扣预缴纳税人实际转让收入实际成本计算应纳税额证券机构预扣预缴税额差异纳税人应自证券机构代扣解缴税款日起加盖证券机构印章交易记录相关完整真实凭证主管税务机关提出清算申报办理清算事宜主管税务机关审核确认重新计算应纳税额办理手续纳税人规定期限内未到主管税务机关办理清算事宜税务机关不再办理清算事宜预扣预缴税款纳税保证金账户全额缴入国库证券机构技术制度准备完成上市公司限售证券机构事先植入结算系统限售成本原值发生合理税费实际转让收入减去原值合理税费余额适用20%税率计算直接扣缴国税函201023限售转让所得征缴问题通知,个人所得税
人员工资是否需要缴纳工会经费相关规定是否需要合并缴纳工会经费工资基数劳动合同提供劳务方式签订包括一般劳动合同正式员工包括一般每月职工工资总额百分之二工会拨交经费成立工会组织职工工资总额0.8%缴纳工会经费成立工会组织职工工资总额2%缴纳组建工会筹备工会经费征缴现在各地情况一致地方工资薪金2%缴纳返回地方工资薪金2%40%缴纳有的是象征性缴纳建议咨询一下贵司税务机关相关规定工会法建立工会组织企业事业单位机关每月职工工资总额百分之二工会拨交经费前款第二项规定企业事业单位拨缴经费税前列支实施条例国务院令600第八条第一款工资薪金所得任职受雇取得工资薪金奖金年终加薪劳动分红津贴补贴任职受雇所得企业所得税法实施条例第四十条规定以下费用限额扣除不得结转企业拨缴工会经费超过工资薪金总额2%部分准予扣除,综合
国外材料国内采购一部分材料国内采购材料总值40%出口报关单列出材料国内采购部分加工费请问下要开具发票理解来料加工业务影响开具加工费发票加工费包括加工过程使用辅料费用,增值税
租赁报销保险保养企业自行决定是否报销保险保养费报销费用涉及企业所得税税前扣除各地税务机关执行通常情况企业出方签订汽车租赁合同合同约定承租方负担承租方使用车辆取得收入合理费用包括油费修理费过路费合法有效凭据报销税前扣除车辆所有权固定费用包括车船税年检费保险费是否承租方负担不予税前扣除各地税务机关对此具体规定各地税务机关口径为准建议贵司询问税务机关明确,企业所得税
收取房屋租金需缴公司收取房屋租金涉及需要交纳增值税税率11%日后10%实行简易征收方式征收率5%增值税附加税城建税7%教育费附加3%房产税租金收入12%印花税租赁合同金额千分之一企业所得税租金计入企业收入计算利润税率25%,综合
人员大学生是不是成立个体工商户享受创业优惠政策一人独资企业目前税务机关就业创业相关文件规定失业人员当年毕业大学生从事个体经营享受优惠部分企业招用人员一定标准享受优惠失业人员当年毕业大学生开办企业性质企业没有规定享受优惠范围失业人员当年毕业大学生创办企业招用失业人员当年毕业大学生享受税收优惠个人独资企业属于个体经营不能享受相关税收优惠政策相关规定财政部税务总局人力资源继续实施支持促进重点群体创业就业税收政策通知财税201749对持就业创业注明自主创业税收政策毕业年度自主创业税收政策就业失业登记证注明自主创业税收政策附着高校毕业生自主创业人员从事个体经营年内每户每年8000元为限额依次扣减当年实际缴纳增值税城市维护建设教育费附加地方教育附加限额标准最高上浮20%各省自治区直辖市人民政府地区实际情况幅度确定具体限额标准并报财政部税务总局备案商贸企业服务型企业劳动就业服务企业加工型企业街道社区具有加工性质小型企业实体增加岗位当年招用人力资源社会保障部门公共就业服务机构登记失业半年且持就业创业就业失业登记证注明企业吸纳税收政策人员签订期限劳动合同依法缴纳年内实际招用人数予以定额依次扣减增值税城市维护建设教育费附加地方教育附加企业所得税优惠定额标准每人每年4000最高上浮30%各省自治区直辖市人民政府地区实际情况幅度确定具体定额标准并报财政部税务总局备案,增值税
纳税人电商销售商品提供配送服务收取配送服务费这部分配送服务收入6%缴纳增值税描述贵司电商提供配送服务通常涉及收派服务运输服务36文对物流辅助服务界定贵司仓库分拣专业派送仓库集散中心派送服务属于物流辅助服务适用6%货物运输过程属于货物运输服务一个城市货物运输一个城市适用10%通常运输服务需要运输资质属于派送仓库直接发货送至同城收件人视同物流辅助服务一般来说电商平台运输团队兼营收派运输服务需要两个业务严格区分开来不同税率核算税额无法划分需要税率计算增值税相关规定财政部全面推开营业税改征增值税试点通知财税201636物流辅助服务物流辅助服务包括航空服务港口码头服务货运客运场站服务打捞救助服务装卸搬运服务仓储服务收派服务航空服务包括航空地面服务通用航空服务航空地面服务航空公司飞机场民航管理局航站境内航行境内机场停留境内外飞机飞行器提供导航劳务地面服务业务活动包括旅客安全检查服务停机坪管理服务机场候机厅管理服务飞机清洗消毒服务空中飞行管理服务飞机起降服务飞行通讯服务地面信号服务飞机安全服务飞机跑道管理服务空中交通管理服务通用航空服务指为专业工作提供飞行服务业务活动包括航空摄影航空培训航空测量航空勘探航空护林航空吊挂播洒航空降雨航空气象探测航空海洋监测航空科学实验港口码头服务港务船舶调度服务船舶通讯服务航道管理服务航道疏浚服务灯塔管理服务航标管理服务船舶引航服务理货服务解缆服务停泊移泊服务海上船舶溢油清除服务水上交通管理服务船只专业清洗消毒检测服务防止船只漏油服务船只提供服务业务活动港口设施经营收取港口设施保安港口码头服务缴纳增值税货运客运场站服务货运客运场站提供货物配载服务运输组织服务转换服务车辆调度服务票务服务货物打包整理铁路线路使用服务加挂铁路客车服务铁路行包专列发送服务铁路到达中转服务铁路车辆编解服务车辆挂运服务铁路接触网服务铁路机车牵引服务业务活动打捞救助服务提供船舶人员救助船舶财产救助水上救助沉船沉物打捞服务业务活动装卸搬运服务使用装卸搬运工具人力畜力货物运输工具之间装卸现场之间运输工具装卸现场之间进行装卸搬运业务活动仓储服务利用仓库货场场所代客贮放保管货物业务活动收派服务接受寄件人委托承诺时限完成函件包裹收件分拣派送服务业务活动收件服务寄件人收取函件包裹运送服务提供方同城集散中心业务活动分拣服务服务提供方在集散中心函件包裹进行归类分发业务活动派送服务服务提供方从集散中心函件包裹送达同城收件人业务活动纳税人兼营销售货物劳务服务无形资产不动产适用不同税率征收率应当核算适用不同税率征收率销售额核算适用税率,增值税
出口产品出现质量问题客户要求索赔请问支付境外客户赔款是否需要代扣代缴税金建议区分具体不同情况若因出口产品出现质量问题给与客户减少货款情况销售折让处理需为客户代扣代缴税金若因出口产品质量问题造成客户损失客户要求赔偿这种情况不属增值税范围不需代扣代缴增值税企业所得税法第七条所得规定所得范围国务院财政税务主管部门确定目前国务院财政税务主管部门所得来源判断没有明确文件规定境外公司境内构成机构场所境外机构境内构成机构场所赔偿款境内机构场所没有实际联系认为赔偿款可不代扣代缴所得税具体主管税务机关判断为准相关规定企业所得税法实施条例第七条规定企业所得税法第三条来源于中国境内境外所得以下原则确定销售货物所得交易活动发生地确定提供劳务所得劳务发生地确定转让财产所得不动产转让所得不动产所在地确定动产转让所得转让动产企业机构场所所在地确定权益投资资产转让所得投资企业所在地确定股息红利权益投资所得分配所得企业所在地确定利息所得租金所得特许权使用费所得负担支付所得企业机构场所所在地确定负担支付所得住所地确定所得国务院财政税务主管部门确定企业所得税法实施条例第七条,企业所得税
关联公司之间名义价格转让需要缴税企业所得税法第六条规定企业货币形式货币形式各种来源取得收入收入总额包括转让财产收入企业所得税法实施条例第十六条规定企业所得税法第六条项所称转让财产收入企业转让固定资产生物资产无形资产股权债权财产取得收入根据上述规定转让债权需要转让所得并入企业收入总额缴纳企业所得税,企业所得税
产品无偿赠送税务处理增值税暂行条例第四条规定自产委托加工购进货物无偿赠送单位视同销售货物企业所得税法实施条例规定企业发生货币资产交换货物财产劳务用于捐赠偿债赞助集资广告样品职工福利利润分配用途应当视同销售货物转让财产提供劳务国务院财政税务主管部门另有规定根据上述规定工厂产品无偿赠送工厂视同销售缴纳增值税企业所得税工厂自产产品无偿赠送给需要所得代扣代缴以自产产品市场销售价格确定应税所得,综合
提到自产产品销售安装适用不同税率销售服务好像适用请问政策文件备存财税201636第三十九四十条需先判断业务属于兼营混合销售一项业务服务货物销售适用混合销售规定主营业务确定适用税率主营货物销售货物适用税率反之亦然若贵司属于兼营需要核算不同税率确定无法准确划分需要计税相关规定财政部全面推开营业税改征增值税试点通知财税201636纳税人兼营销售货物劳务服务无形资产不动产适用不同税率征收率应当核算适用不同税率征收率销售额核算适用税率第四十条一项销售行为涉及服务涉及货物混合销售从事货物生产批发零售单位个体工商户混合销售行为销售货物缴纳增值税单位个体工商户混合销售行为销售服务缴纳增值税,增值税
有张海关增值税发票丢失请问海关出具一个证明这张发票复印件进行抵扣调整增值税扣税凭证抵扣期限问题通知国税函2009617第四条第二款规定增值税一般纳税人丢失海关缴款通知第二条规定期限内报关海关出具相关完税证明主管税务机关提出抵扣申请主管税务机关受理申请应当进行审核纳税人提供海关缴款电子数据纳入稽核系统进行稽核无误方可允许计算进项税额抵扣规定需要海关出具海关缴款相对金额完税凭证一般情况海关代扣进口增值税开具完税凭证建议贵司查询单据是否已经取得规定不能复印件进行抵扣,增值税
月份成立公司小规模纳税人一般纳税人应该哪几方面考虑公司目前小规模进口设备价值40万美元增值税16%税款大都几十万考虑是否应该变更一般纳税人小规模纳税人所得税可能享受小型微利企业税率考虑公司有利贵司描述情形建议两个方面综合考虑2018日起应税销售额连续12销售额超过500万元小规模纳税人需要变为一般纳税人贵司今年月份成立以后经营连续12累计销售额达到500万元认定一般纳税人到时候不变不行小规模纳税人享受销售额超过季度免征增值税一般纳税人不能享受符合小型微利企业条件小规模纳税人一般纳税人享受企业所得税税率贵司是否一般纳税人并未直接关系享受企业所得税优惠政策小型微利企业需要符合条件工业企业年度纳税所得额超过100万元从业人数超过100资产总额超过3000万元企业年度纳税所得额超过100万元从业人数超过80资产总额超过1000万元政策财税201877综上分析贵司选择是否变为一般纳税人随意变更企业所得税税率优惠企业是否是一般纳税人直接关系建议贵司综合考虑选择合适处理方式,增值税
车辆公司办理过户手续是否缴纳增值税员工车辆转卖贵司无需缴纳增值税相关规定增值税暂行条例第十五条下列项目免征增值税销售使用物品,增值税
一张销售折让负数发票是否风险发票需要蓝字发票相对开具蓝字发票销售折让201647公告规定对应蓝字发票开具发票,增值税
改增小规模纳税人销售不动产计算缴纳增值税财政部全面推开营业税改征增值税试点通知财税201636附件营业税改征增值税试点事项规定第一条第八小规模纳税人销售取得不含自建不动产个体工商户销售购买住房销售不动产取得价款价外费用减去该项不动产购置原价取得不动产作价余额销售额5%征收率计算应纳税额纳税人上述计税方法不动产所在地预缴税款机构所在地主管税务机关进行纳税申报小规模纳税人销售其自建不动产取得价款价外费用销售额5%征收率计算应纳税额纳税人上述计税方法不动产所在地预缴税款机构所在地主管税务机关进行纳税申报财政部全面推开营业税改征增值税试点通知财税201636规定通知附件规定内容规定执行时间2016日起执行发布纳税人转让不动产增值税征收管理暂行办法公告公告201614第四条规定小规模纳税人转让取得不动产转让购买住房以下规定缴纳增值税小规模纳税人转让取得不含自建不动产取得价款价外费用扣除不动产购置原价取得不动产作价余额销售额5%征收率计算应纳税额小规模纳税人转让其自建不动产取得价款价外费用销售额5%征收率计算应纳税额之外小规模纳税人本条规定计税方法不动产所在地主管税务机关预缴税款机构所在地主管税务机关申报纳税本条规定计税方法不动产所在地主管税务机关申报纳税发布纳税人转让不动产增值税征收管理暂行办法公告公告201614规定2016日起施行财税201636财政部全面推开营业税改征增值税试点通知附件公告201614发布纳税人转让不动产增值税征收管理暂行办法公告,增值税
推开营业税改征增值税试点国际货物运输代理服务是否需要缴纳增值税财政部全面推开营业税改征增值税试点通知财税201636附件营业税改征增值税试点过渡政策规定下列项目免征增值税十八纳税人提供直接间接国际货物运输代理服务纳税人提供直接间接国际货物运输代理服务委托方收取国际货物运输代理服务收入国际运输承运人支付国际运输费用必须通过金融机构进行结算纳税人大陆香港澳门台湾地区之间货物运输提供货物运输代理服务参照国际货物运输代理服务规定执行委托方索取发票纳税人应当国际货物运输代理服务收入委托方全额开具增值税普通发票上述增值税优惠政策规定期限项目第五条政策改增试点期间执行试点纳税人纳入改增试点日前已经政策规定享受营业税税收优惠剩余税收优惠政策期限内规定享受增值税优惠财税201636财政部全面推开营业税改征增值税试点通知附件,增值税
公司一家互联网科技有限公司一个平台APP目前APP公司代发劳务费这笔劳务费税额那家公司公司负责发放实际支付金额这块税法上会问题描述理解贵司使用APP公司劳务费对公涉及代扣代缴直接付给劳务费企业必须代扣代缴第八条所得人为纳税义务人支付所得单位扣缴义务人征管法扣缴义务人应扣未扣应收不收税款税务机关纳税人追缴税款扣缴义务人应扣未扣应收未收税款三倍以下罚款,个人所得税
税负明显低于规定税率水平企业所得税法实施条例国务院令2007512一百一十八条规定企业所得税法第四十五条所称实际税负明显低于企业所得税法第四条第一款规定税率水平低于企业所得税法第四条第一款规定税率50%国务院令2007512企业所得税法实施条例一百一十八条,企业所得税
会计准则具体变化内容2018会计准则变动内容2017会计准则变动内容母公司子公司借款母公司支付子公司利息属于子公司母公司提供贷款服务一般纳税人税率6%小规模纳税人征收率3%子公司开具增值税发票母公司税率问题增值税暂行条例第二条规定纳税人销售进口货物本条规定税率17%纳税人销售进口下列货物税率13%已经财税201737文件调整11%粮食食用植物油自来水暖气冷气热水煤气石油液化气天然气沼气居民煤炭制品图书报纸杂志饲料化肥农药农机农膜国务院规定货物纳税人出口货物税率国务院另有规定纳税人提供加工修理修配劳务以下应税劳务税率17%营业税改征增值税试点实施办法财税201636第十五条规定纳税人发生应税行为本条规定税率提供交通运输邮政基础电信建筑不动产租赁服务销售不动产转让土地使用权税率11%提供有形动产租赁服务税率17%境内单位发生跨境应税行为税率具体范围财政部另行规定税收分类编码应该贵司销售具体产品分类进行选择第二个问题增值税税率一样不能仅仅贵司制造业行业分类选择以下链接讲述选择税收分类编码建议您阅读以下参考wwwsohucom增值税暂行条例第二条财税201636营业税改征增值税试点实施办法第十五条,综合
样件视同销售缴纳增值税所得税出口样件会计方面计入收入增值税企业所得税方面视同销售成本价结转成本售价计算销项税额所得税汇算清缴调增纳税所得额,综合
领取营业执照形成收入是否需要社保股东参与经营是否不用缴纳保险社会保险用人单位取得营业执照之日起30日内需要办理社会保险登记合规性角度考虑建议贵司缴纳社保股东没有参与公司经营贵司发放工资不为缴纳社保相关规定社会保险用人单位应当成立之日起三十日营业执照登记证书单位印章社会保险经办机构申请办理社会保险登记社会保险经办机构应当收到申请之日起十五日予以审核发给社会保险登记证件第六十条用人单位应当自行申报按时足额缴纳非因不可抗力法定由不得缓缴减免职工应当缴纳用人单位代扣代缴用人单位应当缴纳明细情况告知雇工个体工商户用人单位参加社会保险非全日制从业人员灵活就业人员直接征收机构缴纳,综合
税局申请返还三代手续费是否应该缴纳增值税缴纳增值税征收率缴完增值税之后剩下奖励办税人员是否需要缴纳代扣代缴手续费返还商务辅助服务经纪代理服务缴纳增值税一般纳税人税率6%小规模纳税人征收率3%根据上述规定企业取得手续费返还属于企业收入奖励代扣代缴相关工作人员用于管理支出奖励相关工作人员需要缴纳贵司收到返还手续费需要并入年度收入总额计算缴纳企业所得税相关规定代扣代缴手续费返还参考一下财政部进一步加强代扣代征代收税款手续费管理通知财行2005365三代单位取得手续费收入应该单独核算计入单位收入用于三代管理支出适当奖励相关工作人员财政部若干政策问题通知财税字199420第二条规定办理代扣代缴税款手续按规定取得扣缴手续费暂免征收财政部若干政策问题通知财税字1994020第二条第五款规定办理代扣代缴税款手续按规定取得扣缴手续费暂免征收,综合
